	index	Date	Longitude	Latitude	Location	Crime type	StreetNumber	Street	Locality	AdministrativeAreaLevel2	AdministrativeAreaLevel1	Country	PostCode
753	2746	2016-08	-5.9563440000000005	54.601428000000006	On or near Canmore Close	Anti-social behaviour	1-21	Canmore Cl	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 2NX
754	4121	2014-10	-5.818877	54.720678	On or near Hawthorn Grove	Anti-social behaviour	4-14	Hawthorn Grove	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38
755	2075	2016-04	-7.317253999999999	54.594370999999995	On or near Sperrin Close	Anti-social behaviour	26	Sperrin Cl	Omagh	Omagh	Northern Ireland	United Kingdom	BT78 5BA
756	1267	2015-07	-7.3329830000000005	55.004201	On or near Wesley Street	Anti-social behaviour	2-24	Wesley St	Londonderry	Derry	Northern Ireland	United Kingdom	BT48
757	808	2015-07	-5.947564	54.603984	On or near Shankill Road	Anti-social behaviour	8-6	Dundee St	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 1EG
758	5393	2017-04	-6.711575999999999	55.101443999999994	On or near Ramsey Park	Anti-social behaviour	53	Ramsey Park	Macosquin	Coleraine	Northern Ireland	United Kingdom	BT51 4NF
759	1339	2015-08	-5.895892	54.57865699999999	On or near Mayfair Avenue	Anti-social behaviour	1	Mayfair Ave	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT6
760	2256	2015-06	-6.212749	54.718511	On or near Mount Oriel Court	Anti-social behaviour	74	Oriel Rd	Antrim	Antrim	Northern Ireland	United Kingdom	BT41 4HR
761	824	2014-12	-5.898619	54.591499	On or near Willowfield Street	Anti-social behaviour	20	Willowfield St	Belfast	Belfast	Northern Ireland	United Kingdom	BT6 9AU
762	821	2015-05	-6.755787	54.634280000000004	On or near 	Anti-social behaviour	19	Riverside Dr	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80 9DH
763	2144	2016-05	-5.940605000000001	54.600811	On or near Fingals Court	Anti-social behaviour	23	Fingals Ct	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 2DP
764	1819	2015-12	-6.326358	54.459677	On or near Queen Street	Anti-social behaviour	41	Queen St	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 8BT
765	1001	2015-11	-5.6970089999999995	54.59393000000001	On or near Lower Mary Street	Anti-social behaviour	1-19	A20	Newtownards	Ards	Northern Ireland	United Kingdom	BT23
766	4223	2016-08	-7.631595	54.471274	On or near Brownhill Meadows	Anti-social behaviour	1	Brownhill Meadows	Irvinestown	Fermanagh	Northern Ireland	United Kingdom	BT94 1DW
767	3237	2017-03	-5.973875	54.585604000000004	On or near Falls Road	Anti-social behaviour	513	A501	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 7PF
768	3050	2015-07	-6.284497	54.343636	On or near Gowanvale Drive	Anti-social behaviour	2-32	Gowanvale Dr	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32
769	5131	2014-10	-5.841079	54.306143000000006	On or near Seaforde Road	Anti-social behaviour	205	A24		County Down	Northern Ireland	United Kingdom	BT30
770	369	2015-08	-6.518333999999999	54.391441	On or near 	Anti-social behaviour	128	Dobbin Rd	Portadown	Armagh	Northern Ireland	United Kingdom	BT62 4EZ
771	2462	2017-02	-5.663864	54.637405	On or near Rathgill Green	Anti-social behaviour	20	Rathgill Green	Bangor	North Down	Northern Ireland	United Kingdom	BT19 7TZ
772	3862	2015-02	-5.8225690000000005	54.866176	On or near Heatherton Rise	Anti-social behaviour	1	Heatherton Rise	Larne	Larne	Northern Ireland	United Kingdom	BT40 2LD
773	3956	2015-08	-6.283077	54.351154	On or near Edenderry Park	Anti-social behaviour	90	Edenderry Park	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32 3AZ
774	2090	2015-11	-5.671812999999999	54.65904200000001	On or near Railwayview Street	Anti-social behaviour			Bangor	North Down	Northern Ireland	United Kingdom	BT20 3BX
775	152	2014-11	-5.92218	54.62315600000001	On or near 	Anti-social behaviour	4	Keadyville Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 3QE
776	1496	2014-10	-5.931709	54.57053199999999	On or near Vauxhall Park	Anti-social behaviour	1	Vauxhall Park	Belfast	Belfast	Northern Ireland	United Kingdom	BT9
777	3643	2016-04	-6.65275	54.346343000000005	On or near Linenhall Street	Anti-social behaviour	28	Linenhall St	Armagh	Armagh	Northern Ireland	United Kingdom	BT61 7DL
778	5117	2016-05	-5.7391	54.55034499999999	On or near Upper Crescent	Anti-social behaviour	1-49	Upper Cres	Comber	Ards	Northern Ireland	United Kingdom	BT23 5BH
779	2133	2015-11	-5.8144480000000005	54.712692000000004	On or near Belfast Road	Anti-social behaviour	2	A2	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38
780	903	2015-05	-5.699039	54.594156999999996	On or near Regent Street	Anti-social behaviour	30-32	A20	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4BT
781	1354	2015-01	-5.68888	54.591565	On or near Greenwell Street	Anti-social behaviour	4	Greenwell Pl	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 7LR
782	4594	2015-10	-5.996889	54.577838	On or near Coolnasilla Park West	Anti-social behaviour	35	Coolnasilla Park W	Belfast	Belfast	Northern Ireland	United Kingdom	BT11 8JT
783	3860	2016-06	-5.891343	54.2222	On or near Burrendale Park Road	Anti-social behaviour	5	Bracken Ave	Newcastle	County Down	Northern Ireland	United Kingdom	BT33
784	3139	2015-06	-6.338295	54.457361999999996	On or near Sloan Street	Anti-social behaviour	171	Sloan St	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 6BJ
785	2802	2015-08	-5.962623000000001	54.599045	On or near Millennium Way	Anti-social behaviour	20	Millennium Way	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 7EL
786	2306	2015-08	-5.662538	54.645134	On or near Ballyvester Grove	Anti-social behaviour	12	Ballyvester Grove	Bangor	North Down	Northern Ireland	United Kingdom	BT19 7RL
787	1427	2016-04	-6.028472	54.552876	On or near Lagmore Grove	Anti-social behaviour	44	Lagmore Grove	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 0TD
788	3169	2015-11	-5.668349	54.589086	On or near Greenlea Crescent	Anti-social behaviour	2-24	Greenlea Cres	Newtownards	Ards	Northern Ireland	United Kingdom	BT23
789	38	2017-04	-5.9569339999999995	54.669948	On or near 	Anti-social behaviour	275-297	A6	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36
790	3583	2017-01	-5.943156	54.600252000000005	On or near Divis Street	Anti-social behaviour	2	Ardmoulin St	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 2HU
791	4085	2015-08	-5.713642	54.754751	On or near 	Anti-social behaviour	19-59	Edward Rd	Whitehead	Carrickfergus	Northern Ireland	United Kingdom	BT38
792	1924	2015-05	-5.893638	54.222905000000004	On or near Burrenview Way	Anti-social behaviour	2	Burrenview Way	Newcastle	County Down	Northern Ireland	United Kingdom	BT33 0JQ
793	4768	2016-07	-5.784619	54.725241000000004	On or near Craigowen Road	Anti-social behaviour	34	Craigowen Rd	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38 7NE
794	3542	2016-09	-6.258292	54.41960400000001	On or near Baird Avenue	Anti-social behaviour	53	Baird Ave	Donaghcloney	Craigavon	Northern Ireland	United Kingdom	BT66 7LP
795	4667	2016-09	-5.896287	54.11075699999999	On or near Donard Avenue	Anti-social behaviour	2	Mullartown Park	Annalong	Newry and Mourne	Northern Ireland	United Kingdom	BT34 4QX
796	1104	2016-01	-5.954923	54.668935	On or near Antrim Road	Anti-social behaviour	2	Glenwell Rd	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 7QW
797	1693	2016-09	-5.935169	54.58835500000001	On or near Lisburn Road	Anti-social behaviour		Bradbury Pl	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1PH
798	1131	2015-06	-6.060872	54.507234999999994	On or near Windsor Avenue	Anti-social behaviour	1	Windsor Ave	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 1EE
799	4860	2015-10	-6.7564850000000005	54.65097900000001	On or near Maloon Hill	Anti-social behaviour	1-3	Maloon Hill	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80
800	1327	2016-09	-5.953412999999999	54.966168	On or near Castle Street	Anti-social behaviour		Toberwine St	Glenarm	Larne	Northern Ireland	United Kingdom	BT44 0AP
801	668	2015-12	-6.021241000000001	54.062647999999996	On or near Munro Villas	Anti-social behaviour	23	Munro Villas	Kilkeel	Newry and Mourne	Northern Ireland	United Kingdom	BT34 4EE
802	4030	2017-02	-6.950053	55.041068	On or near Roemill Court	Anti-social behaviour	8	Roemill Ct	Limavady	Limavady	Northern Ireland	United Kingdom	BT49 9NP
803	2490	2015-02	-7.012392999999999	55.043423	On or near Oakdene Crescent	Anti-social behaviour	1	Tamlough Park	Ballykelly	Limavady	Northern Ireland	United Kingdom	BT49 9NS
804	3086	2015-01	-6.754293	54.483965000000005	On or near Jacksonville Road	Anti-social behaviour	1-57	Jacksonville Rd		Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT71
805	5137	2016-10	-5.686568	54.64595500000001	On or near Meadowvale Crescent	Anti-social behaviour	46	Meadowvale Cres	Bangor	North Down	Northern Ireland	United Kingdom	BT19 1HX
806	617	2015-01	-7.449785	54.82944200000001	On or near Ballee Grove	Anti-social behaviour	20	Ballee Grove	Strabane	Strabane	Northern Ireland	United Kingdom	BT82 8RP
807	992	2016-04	-6.277867	54.860838	On or near Patrick Place	Anti-social behaviour		Queen St	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT42 2BB
808	1985	2015-10	-6.512944	55.077548	On or near 	Anti-social behaviour	1-25	The Warren	Ballymoney	Ballymoney	Northern Ireland	United Kingdom	BT53 6TH
809	734	2015-06	-6.482083	54.956725	On or near Main Street	Anti-social behaviour	2-4	Rosetta Terrace		Ballymoney	Northern Ireland	United Kingdom	BT44 8SA
810	4262	2017-04	-5.88054	54.58865	On or near Orangefield Park	Anti-social behaviour	1-31	Orangefield Park	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 6BX
811	3118	2015-11	-5.9466730000000005	54.586026000000004	On or near Dunluce Avenue	Anti-social behaviour		Ulsterville Dr	Belfast	Belfast	Northern Ireland	United Kingdom	BT9 7BA
812	3439	2016-09	-6.341752	54.176915	On or near Monaghan Street	Anti-social behaviour	1	Monaghan St	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT35 6AA
813	2959	2016-12	-6.043709	54.522934	On or near Whitla Crescent	Anti-social behaviour	14	Whitla Cres	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 3PR
814	1315	2015-04	-7.326539	55.035264	On or near Ferndale Close	Anti-social behaviour	11	Ferndale Rd	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 8RD
815	3105	2016-09	-6.355481	54.179466000000005	On or near Springfarm Heights	Anti-social behaviour	25-37	Springfarm Heights	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT35 8YG
816	1768	2015-10	-5.817096	54.851567	On or near Main Street	Anti-social behaviour	1	McNeill Ct	Larne	Larne	Northern Ireland	United Kingdom	BT40
817	35	2015-08	-6.016839	54.578526000000004	On or near Meadowhill	Anti-social behaviour	1-3	Meadowhill	Belfast	Belfast	Northern Ireland	United Kingdom	
818	720	2015-02	-6.253634	54.861183999999994	On or near Orkney Drive	Anti-social behaviour	6-66	Shetland Park	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT42 4EA
819	610	2017-04	-5.92641	54.601179	On or near Hill Street	Anti-social behaviour	31	Waring St	Belfast	Belfast	Northern Ireland	United Kingdom	BT1
820	3399	2016-02	-6.337333	54.46320600000001	On or near 	Anti-social behaviour	1	Thornleigh	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 6ER
821	3363	2016-12	-6.231762000000001	54.729554	On or near 	Anti-social behaviour	18	Ballymena Rd	Antrim	Antrim	Northern Ireland	United Kingdom	BT41 4JG
822	526	2015-06	-5.950569000000001	54.614107	On or near Parkview Court	Anti-social behaviour	9	Parkview Ct	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 7AH
823	5250	2015-10	-6.000025	54.062315000000005	On or near Rooney Park	Anti-social behaviour	13	Rooney Park	Kilkeel	Newry and Mourne	Northern Ireland	United Kingdom	BT34 4DH
824	4082	2016-10	-5.936878	54.611152000000004	On or near Kinnaird Terrace	Anti-social behaviour	50	Thorndale Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 2AH
825	2030	2016-11	-7.321907	54.999306999999995	On or near Strand Road	Anti-social behaviour		Strand Rd	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 7BJ
826	2330	2017-04	-7.309666	54.994217000000006	On or near Duddys Court	Anti-social behaviour	1-33	Duddys Ct	Londonderry	Derry	Northern Ireland	United Kingdom	BT47
827	3489	2016-09	-6.653657000000001	54.345886	On or near Dobbin Street	Anti-social behaviour	48	Dobbin St Ln	Armagh	Armagh	Northern Ireland	United Kingdom	BT61 7QG
828	2924	2016-11	-6.368661	54.35722	On or near Park Lane	Anti-social behaviour	24	Park Ln		Banbridge	Northern Ireland	United Kingdom	BT63 6BF
829	3756	2015-11	-6.395564	54.152190000000004	On or near Tamnaghbane Road	Anti-social behaviour	31-33	Tamnaghbane Rd		Newry and Mourne	Northern Ireland	United Kingdom	BT35 8LE
830	379	2016-09	-5.962857	54.586290000000005	On or near St. Katharines Road	Anti-social behaviour	80	St Katharines Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT12
831	2984	2016-02	-7.300653	54.996816	On or near Heron Way	Anti-social behaviour	53	Heron Way	Londonderry	Derry	Northern Ireland	United Kingdom	BT47 6LE
832	2213	2014-11	-5.897424	54.594866	On or near Haig Street	Anti-social behaviour	40	Templemore St	Belfast	Belfast	Northern Ireland	United Kingdom	BT5
833	3558	2015-12	-6.579675999999999	54.894938	On or near Tamlaght Road	Anti-social behaviour	314	Tamlaght Rd		Magherafelt	Northern Ireland	United Kingdom	BT46 5XW
834	1556	2015-02	-5.811439	54.723905	On or near Salia Avenue	Anti-social behaviour	22	Salia Ave	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38 8NG
835	5408	2015-07	-6.518694	54.295958999999996	On or near Ashlea Bend	Anti-social behaviour	21	Ashlea Bend	Markethill	Armagh	Northern Ireland	United Kingdom	BT60 1RG
836	901	2017-03	-6.557771000000001	54.950873	On or near 	Anti-social behaviour	23-25	Maghera St	Kilrea	Coleraine	Northern Ireland	United Kingdom	BT51 5QL
837	4364	2016-05	-6.013698000000001	54.542616	On or near Woodside	Anti-social behaviour	1-5	Woodside	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 9QT
838	1330	2016-12	-5.925203	54.602102	On or near Victoria Street	Anti-social behaviour	184	Dunbar Link	Belfast	Belfast	Northern Ireland	United Kingdom	BT1
839	2886	2015-04	-5.9075370000000005	54.660425	On or near Whitehouse Court	Anti-social behaviour	1	Whitehouse Ct		Newtownabbey	Northern Ireland	United Kingdom	BT37 9RY
840	2007	2015-11	-5.681478	54.641751	On or near 	Anti-social behaviour	158	Rathgael Rd	Bangor	North Down	Northern Ireland	United Kingdom	BT19 1RT
841	4155	2016-06	-5.926166	54.571893	On or near 	Anti-social behaviour	3	Lagan Way	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 3LH
842	4240	2015-05	-5.899877	54.689036	On or near Jordanstown Mews	Anti-social behaviour	2	Jordanstown Mews		Newtownabbey	Northern Ireland	United Kingdom	BT37 0LR
843	3501	2016-08	-6.267478	54.855399	On or near Wilson Crescent	Anti-social behaviour	9	Wilson Cres	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT42 3BW
844	4268	2016-12	-5.972904	54.68730600000001	On or near Fernridge Road	Anti-social behaviour	19	Laurel Hill	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 5SZ
845	973	2016-05	-6.18388	54.106475	On or near Carrickbawn Park	Anti-social behaviour	32	Carrickbawn Park	Rostrevor	Newry and Mourne	Northern Ireland	United Kingdom	BT34 3AR
846	221	2015-08	-7.267687	54.607232999999994	On or near Old Mountfield Road	Anti-social behaviour	124	Old Mountfield Rd		Omagh	Northern Ireland	United Kingdom	BT79 7LT
847	438	2016-12	-6.0473989999999995	54.506129	On or near Hillsborough Road	Anti-social behaviour	68	Hillsborough Rd	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 1JJ
848	1297	2015-07	-5.867106	54.590804000000006	On or near 	Anti-social behaviour	14	Pembridge Mews	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 6HA
849	4361	2017-02	-5.76147	54.396372	On or near Downpatrick Street	Anti-social behaviour	35A	Downpatrick St	Crossgar	County Down	Northern Ireland	United Kingdom	BT30 9EA
850	3620	2017-01	-5.891343	54.2222	On or near Burrendale Park Road	Anti-social behaviour	5	Bracken Ave	Newcastle	County Down	Northern Ireland	United Kingdom	BT33
851	1908	2017-03	-6.658678	55.142796999999995	On or near Hartford Park	Anti-social behaviour	20-28	Hartford Park	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 2JL
852	4193	2016-12	-5.635711	54.647389000000004	On or near Carlton Park	Anti-social behaviour	8	Carlton Park	Bangor	North Down	Northern Ireland	United Kingdom	BT19 6WR
853	653	2015-02	-6.029294999999999	54.511127	On or near Ashmount Gardens	Anti-social behaviour	71	Ashmount Gardens	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT27 5BZ
854	3546	2015-05	-6.7512360000000005	54.517426	On or near Lurgaboy Road	Anti-social behaviour	45-47	Lurgaboy Ln	Dungannon	Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT71 6JX
855	2256	2014-11	-5.948555000000001	54.580909	On or near Lower Windsor Avenue	Anti-social behaviour	194	A1	Belfast	Belfast	Northern Ireland	United Kingdom	BT9
856	3882	2016-08	-5.543799	54.382118999999996	On or near Laurelbank Park	Anti-social behaviour	46	Ashmount Dr	Portaferry	Ards	Northern Ireland	United Kingdom	BT22 1NJ
857	2327	2015-05	-6.67467	54.841976	On or near 	Anti-social behaviour	29-41	Meeting House Ave	Maghera	Magherafelt	Northern Ireland	United Kingdom	BT46 5BB
858	3190	2016-04	-6.006007	54.577674	On or near Culmore Gardens	Anti-social behaviour	22	Culmore Gardens	Belfast	Belfast	Northern Ireland	United Kingdom	BT11 8NS
859	3167	2016-02	-6.277867	54.860838	On or near Patrick Place	Anti-social behaviour		Queen St	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT42 2BB
860	3144	2017-04	-6.017968	54.37983199999999	On or near Dromore Street	Anti-social behaviour	9A	Dromore St	Dromara	Lisburn	Northern Ireland	United Kingdom	BT25 2BJ
861	2090	2015-06	-6.199761	54.719164	On or near Queens Road	Anti-social behaviour	42	Queens Rd	Antrim	Antrim	Northern Ireland	United Kingdom	BT41 1AJ
862	3166	2015-02	-5.933445	54.571371	On or near Sharman Road	Anti-social behaviour	12	Sharman Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT9 5FY
863	2398	2016-07	-5.661448	54.646299	On or near Skipperstone Drive	Anti-social behaviour	16	Skipperstone Dr	Bangor	North Down	Northern Ireland	United Kingdom	BT19 7HU
864	5303	2016-06	-5.931874	54.651499	On or near Thorburn Park	Anti-social behaviour	43	Thorburn Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT36 7JF
865	5336	2016-08	-5.967561	54.593099	On or near 	Anti-social behaviour	64	Beechmount Parade	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 7LX
866	4317	2016-05	-5.886145	54.403796	On or near 	Anti-social behaviour	52	Crossgar Rd	Ballynahinch	County Down	Northern Ireland	United Kingdom	BT24 8XS
867	2671	2015-07	-5.972373999999999	54.626388	On or near Silverstream Crescent	Anti-social behaviour	20-24	Silverstream Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 8GD
